PERMNO,HdrCUSIP,Ticker,PERMCO,MthCalDt,MthPrc,MthCap
22293,21935010,GLW,20523,2022-05-31,35.820000,30254001.84
22293,21935010,GLW,20523,2022-06-30,31.510000,26613724.12
22293,21935010,GLW,20523,2022-07-29,36.760000,31047937.12
22293,21935010,GLW,20523,2022-08-31,34.320000,29011313.76
22293,21935010,GLW,20523,2022-09-30,29.020000,24531128.36
22293,21935010,GLW,20523,2022-10-31,32.170000,27209739.87
22293,21935010,GLW,20523,2022-11-30,34.130000,28867529.43
22293,21935010,GLW,20523,2022-12-30,31.940000,27015203.34
22293,21935010,GLW,20523,2023-01-31,34.610000,29273518.71
22293,21935010,GLW,20523,2023-02-28,33.950000,28740813.85
22293,21935010,GLW,20523,2023-03-31,35.280000,29866742.64
22293,21935010,GLW,20523,2023-04-28,33.220000,28122822.86
22293,21935010,GLW,20523,2023-05-31,30.810000,26192505.30
22293,21935010,GLW,20523,2023-06-30,35.040000,29788555.20
22293,21935010,GLW,20523,2023-07-31,33.940000,28950209.08
22293,21935010,GLW,20523,2023-08-31,32.820000,27994869.24
22293,21935010,GLW,20523,2023-09-29,30.470000,25990361.54
22293,21935010,GLW,20523,2023-10-31,26.760000,22830963.00
22293,21935010,GLW,20523,2023-11-30,28.490000,24306955.75
22424,41810010,HCP,59023,2021-12-31,91.040000,1392912.00
22424,41810010,HCP,59023,2022-01-31,66.390000,2031334.83
22424,41810010,HCP,59023,2022-02-28,50.390000,1541782.83
22424,41810010,HCP,59023,2022-03-31,54.000000,1718334.00
22424,41810010,HCP,59023,2022-04-29,47.080000,1654579.52
22424,41810010,HCP,59023,2022-05-31,35.020000,1270455.56
22424,41810010,HCP,59023,2022-06-30,29.440000,1161319.68
22424,41810010,HCP,59023,2022-07-29,36.240000,2207632.08
22424,41810010,HCP,59023,2022-08-31,35.350000,2606638.30
22424,41810010,HCP,59023,2022-09-30,32.190000,2373626.22
22424,41810010,HCP,59023,2022-10-31,30.730000,2379946.31
22424,41810010,HCP,59023,2022-11-30,27.300000,2114303.10
22424,41810010,HCP,59023,2022-12-30,27.340000,2240513.00
22424,41810010,HCP,59023,2023-01-31,32.180000,2858324.14
22424,41810010,HCP,59023,2023-02-28,29.200000,2593631.60
22424,41810010,HCP,59023,2023-03-31,29.290000,2808354.49
22424,41810010,HCP,59023,2023-04-28,26.810000,2636977.98
22424,41810010,HCP,59023,2023-05-31,34.340000,3418718.70
22424,41810010,HCP,59023,2023-06-30,26.180000,2629021.78
22424,41810010,HCP,59023,2023-07-31,29.610000,3230006.85
22424,41810010,HCP,59023,2023-08-31,29.160000,3189433.32
22424,41810010,HCP,59023,2023-09-29,22.830000,2497076.91
22424,41810010,HCP,59023,2023-10-31,19.690000,2272856.08
22424,41810010,HCP,59023,2023-11-30,21.420000,2472553.44
22503,G6683N10,NU,59045,2021-12-31,9.380000,32440157.82
22503,G6683N10,NU,59045,2022-01-31,7.420000,25661617.38
22503,G6683N10,NU,59045,2022-02-28,7.650000,26467033.95
22503,G6683N10,NU,59045,2022-03-31,7.720000,26921948.28
22503,G6683N10,NU,59045,2022-04-29,6.010000,20958666.99
22503,G6683N10,NU,59045,2022-05-31,3.810000,13286609.19
22503,G6683N10,NU,59045,2022-06-30,3.740000,13042498.26
22503,G6683N10,NU,59045,2022-07-29,4.210000,14681528.79
22503,G6683N10,NU,59045,2022-08-31,4.900000,17087765.10
22503,G6683N10,NU,59045,2022-09-30,4.400000,15344115.60
22503,G6683N10,NU,59045,2022-10-31,5.000000,17436495.00
22503,G6683N10,NU,59045,2022-11-30,4.450000,15518480.55
22503,G6683N10,NU,59045,2022-12-30,4.070000,14193306.93
22503,G6683N10,NU,59045,2023-01-31,4.650000,16215940.35
22503,G6683N10,NU,59045,2023-02-28,5.040000,17575986.96
22503,G6683N10,NU,59045,2023-03-31,4.760000,16599543.24
22503,G6683N10,NU,59045,2023-04-28,5.160000,18590731.80
22503,G6683N10,NU,59045,2023-05-31,6.740000,24283242.70
22503,G6683N10,NU,59045,2023-06-30,7.890000,28426525.95
22503,G6683N10,NU,59045,2023-07-31,7.960000,28678725.80
22503,G6683N10,NU,59045,2023-08-31,6.850000,24679556.75
22503,G6683N10,NU,59045,2023-09-29,7.250000,26120698.75
22503,G6683N10,NU,59045,2023-10-31,8.200000,29543411.00
22503,G6683N10,NU,59045,2023-11-30,8.140000,29327239.70
22509,69350610,PPG,21351,2013-12-31,189.660000,26936082.18
22509,69350610,PPG,21351,2014-01-31,182.360000,25899314.28
22509,69350610,PPG,21351,2014-02-28,197.820000,27400246.02
22509,69350610,PPG,21351,2014-03-31,193.460000,26828065.50
22509,69350610,PPG,21351,2014-04-30,193.620000,26769901.20
22509,69350610,PPG,21351,2014-05-30,201.610000,27874598.60
22509,69350610,PPG,21351,2014-06-30,210.150000,29055339.00
22509,69350610,PPG,21351,2014-07-31,198.360000,27340950.60
22509,69350610,PPG,21351,2014-08-29,205.860000,28374713.10
22509,69350610,PPG,21351,2014-09-30,196.740000,27117657.90
22509,69350610,PPG,21351,2014-10-31,203.690000,27953397.15
22509,69350610,PPG,21351,2014-11-28,218.820000,30029762.70
22509,69350610,PPG,21351,2014-12-31,231.150000,31721870.25
22509,69350610,PPG,21351,2015-01-30,222.880000,30586936.80
22509,69350610,PPG,21351,2015-02-27,235.380000,32023449.00
22509,69350610,PPG,21351,2015-03-31,225.540000,30762979.38
22509,69350610,PPG,21351,2015-04-30,221.560000,30220119.32
22509,69350610,PPG,21351,2015-05-29,228.890000,31219909.33
22509,69350610,PPG,21351,2015-06-30,114.720000,31294927.68
22509,69350610,PPG,21351,2015-07-31,108.380000,29340741.98
22509,69350610,PPG,21351,2015-08-31,95.290000,25797004.09
22509,69350610,PPG,21351,2015-09-30,87.690000,23739524.49
22509,69350610,PPG,21351,2015-10-30,104.260000,28073985.94
22509,69350610,PPG,21351,2015-11-30,105.740000,28472504.06
22509,69350610,PPG,21351,2015-12-31,98.820000,26609162.58
22509,69350610,PPG,21351,2016-01-29,95.120000,25612867.28
22509,69350610,PPG,21351,2016-02-29,96.530000,25992536.57
22509,69350610,PPG,21351,2016-03-31,111.490000,29740514.95
22509,69350610,PPG,21351,2016-04-29,110.390000,29370694.57
22509,69350610,PPG,21351,2016-05-31,107.680000,28649663.84
22509,69350610,PPG,21351,2016-06-30,104.150000,27710461.45
22509,69350610,PPG,21351,2016-07-29,104.710000,27882388.22
22509,69350610,PPG,21351,2016-08-31,105.880000,28193938.16
22509,69350610,PPG,21351,2016-09-30,103.360000,27522907.52
22509,69350610,PPG,21351,2016-10-31,93.130000,24585854.35
22509,69350610,PPG,21351,2016-11-30,95.930000,25325040.35
22509,69350610,PPG,21351,2016-12-30,94.760000,25016166.20
22509,69350610,PPG,21351,2017-01-31,100.010000,26402139.95
22509,69350610,PPG,21351,2017-02-28,102.430000,26334138.42
22509,69350610,PPG,21351,2017-03-31,105.080000,26969727.72
22509,69350610,PPG,21351,2017-04-28,109.840000,28140678.48
22509,69350610,PPG,21351,2017-05-31,106.360000,27249112.92
22509,69350610,PPG,21351,2017-06-30,109.960000,28171422.12
22509,69350610,PPG,21351,2017-07-31,105.250000,26994520.00
22509,69350610,PPG,21351,2017-08-31,104.320000,26755993.60
22509,69350610,PPG,21351,2017-09-29,108.660000,27869116.80
22509,69350610,PPG,21351,2017-10-31,116.240000,29580290.24
22509,69350610,PPG,21351,2017-11-30,116.850000,29735520.60
22509,69350610,PPG,21351,2017-12-29,116.820000,29727886.32
22509,69350610,PPG,21351,2018-01-31,118.730000,30213935.48
22509,69350610,PPG,21351,2018-02-28,112.440000,28096619.64
22509,69350610,PPG,21351,2018-03-29,111.600000,27824446.80
22509,69350610,PPG,21351,2018-04-30,105.880000,26398319.24
22509,69350610,PPG,21351,2018-05-31,100.920000,25161677.16
22509,69350610,PPG,21351,2018-06-29,103.730000,25255558.02
22509,69350610,PPG,21351,2018-07-31,110.660000,26781711.88
22509,69350610,PPG,21351,2018-08-31,110.540000,26752669.72
22509,69350610,PPG,21351,2018-09-28,109.130000,26411424.34
22509,69350610,PPG,21351,2018-10-31,105.090000,25209514.65
22509,69350610,PPG,21351,2018-11-30,109.330000,26226627.05
22509,69350610,PPG,21351,2018-12-31,102.230000,24523443.55
22509,69350610,PPG,21351,2019-01-31,105.440000,25293474.40
22509,69350610,PPG,21351,2019-02-28,111.970000,26413611.03
22509,69350610,PPG,21351,2019-03-29,112.870000,26648832.74
22509,69350610,PPG,21351,2019-04-30,117.500000,27741985.00
22509,69350610,PPG,21351,2019-05-31,104.650000,24708074.30
22509,69350610,PPG,21351,2019-06-28,116.710000,27555464.42
22509,69350610,PPG,21351,2019-07-31,117.390000,27738435.27
22509,69350610,PPG,21351,2019-08-30,110.790000,26178901.47
22509,69350610,PPG,21351,2019-09-30,118.510000,28003083.43
22509,69350610,PPG,21351,2019-10-31,125.120000,29586250.56
22509,69350610,PPG,21351,2019-11-29,128.840000,30465892.92
22509,69350610,PPG,21351,2019-12-31,133.490000,31565445.87
22509,69350610,PPG,21351,2020-01-31,119.840000,28337725.92
22509,69350610,PPG,21351,2020-02-28,104.450000,24624714.20
22509,69350610,PPG,21351,2020-03-31,83.600000,19722076.00
22509,69350610,PPG,21351,2020-04-30,90.830000,21428886.09
22509,69350610,PPG,21351,2020-05-29,101.670000,23986291.41
22509,69350610,PPG,21351,2020-06-30,106.060000,25021993.38
22509,69350610,PPG,21351,2020-07-31,107.650000,25397110.95
22509,69350610,PPG,21351,2020-08-31,120.400000,28411630.80
22509,69350610,PPG,21351,2020-09-30,122.080000,28808072.16
22509,69350610,PPG,21351,2020-10-30,129.720000,30640382.88
22509,69350610,PPG,21351,2020-11-30,146.770000,34667661.08
22509,69350610,PPG,21351,2020-12-31,144.220000,34065340.88
22509,69350610,PPG,21351,2021-01-29,134.710000,31819040.84
22509,69350610,PPG,21351,2021-02-26,134.820000,31923892.98
22509,69350610,PPG,21351,2021-03-31,150.260000,35603505.96
22509,69350610,PPG,21351,2021-04-30,171.240000,40599462.84
22509,69350610,PPG,21351,2021-05-28,179.720000,42609994.52
22509,69350610,PPG,21351,2021-06-30,169.770000,40250939.07
22509,69350610,PPG,21351,2021-07-30,163.520000,38812616.64
22509,69350610,PPG,21351,2021-08-31,159.550000,37870309.35
22509,69350610,PPG,21351,2021-09-30,143.010000,33944424.57
22509,69350610,PPG,21351,2021-10-29,160.570000,38119478.57
22509,69350610,PPG,21351,2021-11-30,154.170000,36600112.17
22509,69350610,PPG,21351,2021-12-31,172.440000,40937428.44
22509,69350610,PPG,21351,2022-01-31,156.200000,37082036.20
22509,69350610,PPG,21351,2022-02-28,133.450000,31494066.55
22509,69350610,PPG,21351,2022-03-31,131.070000,30951918.36
22509,69350610,PPG,21351,2022-04-29,127.990000,30230470.06
22509,69350610,PPG,21351,2022-05-31,126.490000,29876179.06
22509,69350610,PPG,21351,2022-06-30,114.340000,27006421.96
22509,69350610,PPG,21351,2022-07-29,129.290000,30382762.13
22509,69350610,PPG,21351,2022-08-31,126.980000,29839919.06
22509,69350610,PPG,21351,2022-09-30,110.690000,26011817.93
22509,69350610,PPG,21351,2022-10-31,114.180000,26835382.86
22509,69350610,PPG,21351,2022-11-30,135.220000,31780350.94
22509,69350610,PPG,21351,2022-12-30,125.740000,29552294.98
22509,69350610,PPG,21351,2023-01-31,130.340000,30633419.18
22509,69350610,PPG,21351,2023-02-28,132.060000,31057870.80
22509,69350610,PPG,21351,2023-03-31,133.580000,31415344.40
22509,69350610,PPG,21351,2023-04-28,140.260000,33019448.16
22509,69350610,PPG,21351,2023-05-31,131.290000,30907766.64
22509,69350610,PPG,21351,2023-06-30,148.300000,34912192.80
22509,69350610,PPG,21351,2023-07-31,143.900000,33890320.70
22509,69350610,PPG,21351,2023-08-31,141.760000,33386322.88
22509,69350610,PPG,21351,2023-09-29,129.800000,30569587.40
22509,69350610,PPG,21351,2023-10-31,122.770000,28949166.00
22509,69350610,PPG,21351,2023-11-30,141.990000,33481242.00
22517,69351T10,PPL,21376,2013-12-31,30.090000,18964222.50
22517,69351T10,PPL,21376,2014-01-31,30.570000,19266742.50
22517,69351T10,PPL,21376,2014-02-28,32.290000,20365851.93
22517,69351T10,PPL,21376,2014-03-31,33.140000,20901961.38
22517,69351T10,PPL,21376,2014-04-30,33.340000,21034572.74
22517,69351T10,PPL,21376,2014-05-30,35.090000,22167932.05
22517,69351T10,PPL,21376,2014-06-30,35.530000,22445899.85
22517,69351T10,PPL,21376,2014-07-31,32.990000,21917929.19
22517,69351T10,PPL,21376,2014-08-29,34.630000,23007514.03
22517,69351T10,PPL,21376,2014-09-30,32.840000,21818272.04
22517,69351T10,PPL,21376,2014-10-31,34.990000,23246691.19
22517,69351T10,PPL,21376,2014-11-28,35.530000,23630008.16
22517,69351T10,PPL,21376,2014-12-31,36.330000,24162065.76
22517,69351T10,PPL,21376,2015-01-30,35.500000,23610056.00
22517,69351T10,PPL,21376,2015-02-27,34.100000,22743608.80
22517,69351T10,PPL,21376,2015-03-31,33.660000,22460880.42
22517,69351T10,PPL,21376,2015-04-30,34.030000,22707776.61
22517,69351T10,PPL,21376,2015-05-29,34.710000,23189993.97
22517,69351T10,PPL,21376,2015-06-30,29.470000,19689113.29
22517,69351T10,PPL,21376,2015-06-30,29.470000,19689113.29
22517,69351T10,PPL,21376,2015-07-31,31.810000,21252483.67
22517,69351T10,PPL,21376,2015-08-31,30.990000,20762370.30
22517,69351T10,PPL,21376,2015-09-30,32.890000,22035313.30
22517,69351T10,PPL,21376,2015-10-30,34.400000,23145902.40
22517,69351T10,PPL,21376,2015-11-30,34.040000,22867799.68
22517,69351T10,PPL,21376,2015-12-31,34.130000,22928260.96
22517,69351T10,PPL,21376,2016-01-29,35.060000,23553027.52
22517,69351T10,PPL,21376,2016-02-29,34.990000,23578256.43
22517,69351T10,PPL,21376,2016-03-31,38.070000,25726754.25
22517,69351T10,PPL,21376,2016-04-29,37.640000,25480209.80
22517,69351T10,PPL,21376,2016-05-31,38.540000,26089460.30
22517,69351T10,PPL,21376,2016-06-30,37.750000,25554673.75
22517,69351T10,PPL,21376,2016-07-29,37.710000,25527595.95
22517,69351T10,PPL,21376,2016-08-31,34.780000,23584109.32
22517,69351T10,PPL,21376,2016-09-30,34.570000,23441709.58
22517,69351T10,PPL,21376,2016-10-31,34.340000,23285747.96
22517,69351T10,PPL,21376,2016-11-30,33.460000,22740319.42
22517,69351T10,PPL,21376,2016-12-30,34.050000,23141299.35
22517,69351T10,PPL,21376,2017-01-31,34.840000,23678204.68
22517,69351T10,PPL,21376,2017-02-28,36.880000,25100601.76
22517,69351T10,PPL,21376,2017-03-31,37.390000,25447708.78
22517,69351T10,PPL,21376,2017-04-28,38.110000,25944945.01
22517,69351T10,PPL,21376,2017-05-31,39.910000,27265514.25
22517,69351T10,PPL,21376,2017-06-30,38.660000,26411545.50
22517,69351T10,PPL,21376,2017-07-31,38.330000,26288860.48
22517,69351T10,PPL,21376,2017-08-31,39.240000,26912989.44
22517,69351T10,PPL,21376,2017-09-29,37.950000,26028235.20
22517,69351T10,PPL,21376,2017-10-31,37.560000,25760751.36
22517,69351T10,PPL,21376,2017-11-30,36.670000,25245974.88
22517,69351T10,PPL,21376,2017-12-29,30.950000,21307960.80
22517,69351T10,PPL,21376,2018-01-31,31.870000,21941347.68
22517,69351T10,PPL,21376,2018-02-28,28.650000,19884532.50
22517,69351T10,PPL,21376,2018-03-29,28.290000,19634674.50
22517,69351T10,PPL,21376,2018-04-30,29.100000,20203431.60
22517,69351T10,PPL,21376,2018-05-31,27.320000,20826199.92
22517,69351T10,PPL,21376,2018-06-29,28.550000,21763836.30
22517,69351T10,PPL,21376,2018-07-31,28.770000,21931543.62
22517,69351T10,PPL,21376,2018-08-31,29.740000,20805241.54
22517,69351T10,PPL,21376,2018-09-28,29.260000,20469447.46
22517,69351T10,PPL,21376,2018-10-31,30.400000,21266958.40
22517,69351T10,PPL,21376,2018-11-30,30.590000,22030918.00
22517,69351T10,PPL,21376,2018-12-31,28.330000,20403266.00
22517,69351T10,PPL,21376,2019-01-31,31.320000,22556664.00
22517,69351T10,PPL,21376,2019-02-28,32.170000,23192543.29
22517,69351T10,PPL,21376,2019-03-29,31.740000,22882540.38
22517,69351T10,PPL,21376,2019-04-30,31.210000,22501973.06
22517,69351T10,PPL,21376,2019-05-31,29.760000,21479041.92
22517,69351T10,PPL,21376,2019-06-28,31.010000,22381219.42
22517,69351T10,PPL,21376,2019-07-31,29.630000,21385215.46
22517,69351T10,PPL,21376,2019-08-30,29.550000,21342398.85
22517,69351T10,PPL,21376,2019-09-30,31.490000,22743558.03
22517,69351T10,PPL,21376,2019-10-31,33.490000,24188052.03
22517,69351T10,PPL,21376,2019-11-29,34.030000,24604812.99
22517,69351T10,PPL,21376,2019-12-31,35.880000,25942424.04
22517,69351T10,PPL,21376,2020-01-31,36.190000,26166564.27
22517,69351T10,PPL,21376,2020-02-28,30.010000,23042098.14
22517,69351T10,PPL,21376,2020-03-31,24.680000,18949649.52
22517,69351T10,PPL,21376,2020-04-30,25.420000,19527135.60
22517,69351T10,PPL,21376,2020-05-29,27.940000,21479238.22
22517,69351T10,PPL,21376,2020-06-30,25.840000,19864835.92
22517,69351T10,PPL,21376,2020-07-31,26.620000,20464471.06
22517,69351T10,PPL,21376,2020-08-31,27.630000,21241474.29
22517,69351T10,PPL,21376,2020-09-30,27.210000,20918585.43
22517,69351T10,PPL,21376,2020-10-30,27.500000,21141532.50
22517,69351T10,PPL,21376,2020-11-30,28.420000,21850063.34
22517,69351T10,PPL,21376,2020-12-31,28.200000,21680921.40
22517,69351T10,PPL,21376,2021-01-29,27.670000,21273443.09
22517,69351T10,PPL,21376,2021-02-26,26.190000,20139717.15
22517,69351T10,PPL,21376,2021-03-31,28.840000,22177527.40
22517,69351T10,PPL,21376,2021-04-30,29.130000,22413117.21
22517,69351T10,PPL,21376,2021-05-28,29.110000,22398049.08
22517,69351T10,PPL,21376,2021-06-30,27.970000,21520901.16
22517,69351T10,PPL,21376,2021-07-30,28.370000,21828672.36
22517,69351T10,PPL,21376,2021-08-31,29.350000,22587936.10
22517,69351T10,PPL,21376,2021-09-30,27.880000,21456615.28
22517,69351T10,PPL,21376,2021-10-29,28.800000,22164652.80
22517,69351T10,PPL,21376,2021-11-30,27.830000,20892426.28
22517,69351T10,PPL,21376,2021-12-31,30.060000,22566522.96
22517,69351T10,PPL,21376,2022-01-31,29.680000,22281250.88
22517,69351T10,PPL,21376,2022-02-28,26.170000,19646237.72
22517,69351T10,PPL,21376,2022-03-31,28.560000,21440448.96
22517,69351T10,PPL,21376,2022-04-29,28.310000,20829507.15
22517,69351T10,PPL,21376,2022-05-31,30.180000,22209552.54
22517,69351T10,PPL,21376,2022-06-30,27.130000,19965048.39
22517,69351T10,PPL,21376,2022-07-29,29.080000,21400059.24
22517,69351T10,PPL,21376,2022-08-31,29.080000,21408259.80
22517,69351T10,PPL,21376,2022-09-30,25.350000,18662289.75
22517,69351T10,PPL,21376,2022-10-31,26.490000,19501540.65
22517,69351T10,PPL,21376,2022-11-30,29.520000,21736107.36
22517,69351T10,PPL,21376,2022-12-30,29.220000,21515211.96
22517,69351T10,PPL,21376,2023-01-31,29.600000,21795012.80
22517,69351T10,PPL,21376,2023-02-28,27.070000,19941873.46
22517,69351T10,PPL,21376,2023-03-31,27.790000,20472281.62
22517,69351T10,PPL,21376,2023-04-28,28.720000,21157392.16
22517,69351T10,PPL,21376,2023-05-31,26.200000,19311181.60
22517,69351T10,PPL,21376,2023-06-30,26.460000,19502819.28
22517,69351T10,PPL,21376,2023-07-31,27.530000,20291482.04
22517,69351T10,PPL,21376,2023-08-31,24.920000,18368257.88
22517,69351T10,PPL,21376,2023-09-29,23.560000,17365816.84
22517,69351T10,PPL,21376,2023-10-31,24.570000,18110276.73
22517,69351T10,PPL,21376,2023-11-30,26.120000,19253678.88
22592,88579Y10,MMM,21205,2013-12-31,140.250000,93300190.50
22592,88579Y10,MMM,21205,2014-01-31,128.190000,85027914.24
22592,88579Y10,MMM,21205,2014-02-28,134.730000,89284493.16
22592,88579Y10,MMM,21205,2014-03-31,135.660000,89238233.28
22592,88579Y10,MMM,21205,2014-04-30,139.090000,91003527.02
22592,88579Y10,MMM,21205,2014-05-30,142.550000,93267328.90
22592,88579Y10,MMM,21205,2014-06-30,143.240000,93718780.72
22592,88579Y10,MMM,21205,2014-07-31,140.890000,91292352.41
22592,88579Y10,MMM,21205,2014-08-29,144.000000,93307536.00
22592,88579Y10,MMM,21205,2014-09-30,141.680000,91804247.92
22592,88579Y10,MMM,21205,2014-10-31,153.770000,98538737.63
22592,88579Y10,MMM,21205,2014-11-28,160.090000,102588713.71
22592,88579Y10,MMM,21205,2014-12-31,164.320000,104514092.80
22592,88579Y10,MMM,21205,2015-01-30,162.300000,103229292.00
22592,88579Y10,MMM,21205,2015-02-27,168.650000,107050587.50
22592,88579Y10,MMM,21205,2015-03-31,164.950000,104795539.15
22592,88579Y10,MMM,21205,2015-04-30,156.390000,99204588.99
22592,88579Y10,MMM,21205,2015-05-29,159.080000,100910966.28
22592,88579Y10,MMM,21205,2015-06-30,154.300000,97878816.30
22592,88579Y10,MMM,21205,2015-07-31,151.340000,94548908.30
22592,88579Y10,MMM,21205,2015-08-31,142.140000,88801254.30
22592,88579Y10,MMM,21205,2015-09-30,141.770000,88570098.65
22592,88579Y10,MMM,21205,2015-10-30,157.210000,96796240.73
22592,88579Y10,MMM,21205,2015-11-30,156.580000,96408341.54
22592,88579Y10,MMM,21205,2015-12-31,150.640000,92751006.32
22592,88579Y10,MMM,21205,2016-01-29,151.000000,92008830.00
22592,88579Y10,MMM,21205,2016-02-29,156.870000,94912311.06
22592,88579Y10,MMM,21205,2016-03-31,166.630000,100945620.41
22592,88579Y10,MMM,21205,2016-04-29,167.380000,101518480.70
22592,88579Y10,MMM,21205,2016-05-31,168.320000,102088604.80
22592,88579Y10,MMM,21205,2016-06-30,175.120000,106212906.80
22592,88579Y10,MMM,21205,2016-07-29,178.360000,107800784.00
22592,88579Y10,MMM,21205,2016-08-31,179.240000,108332656.00
22592,88579Y10,MMM,21205,2016-09-30,176.230000,106513412.00
22592,88579Y10,MMM,21205,2016-10-31,165.300000,99422329.80
22592,88579Y10,MMM,21205,2016-11-30,171.740000,103295770.84
22592,88579Y10,MMM,21205,2016-12-30,178.570000,107403783.62
22592,88579Y10,MMM,21205,2017-01-31,174.820000,104319639.32
22592,88579Y10,MMM,21205,2017-02-28,186.350000,111101870.00
22592,88579Y10,MMM,21205,2017-03-31,191.330000,114338234.01
22592,88579Y10,MMM,21205,2017-04-28,195.830000,116957509.20
22592,88579Y10,MMM,21205,2017-05-31,204.470000,122117662.80
22592,88579Y10,MMM,21205,2017-06-30,208.190000,124339395.60
22592,88579Y10,MMM,21205,2017-07-31,201.170000,120051617.39
22592,88579Y10,MMM,21205,2017-08-31,204.320000,121931433.44
22592,88579Y10,MMM,21205,2017-09-29,209.900000,125261393.30
22592,88579Y10,MMM,21205,2017-10-31,230.190000,137103005.52
22592,88579Y10,MMM,21205,2017-11-30,243.140000,144816129.12
22592,88579Y10,MMM,21205,2017-12-29,235.370000,140188254.96
22592,88579Y10,MMM,21205,2018-01-31,250.500000,149018442.00
22592,88579Y10,MMM,21205,2018-02-28,235.510000,140246205.00
22592,88579Y10,MMM,21205,2018-03-29,219.520000,130550300.16
22592,88579Y10,MMM,21205,2018-04-30,194.390000,115407787.88
22592,88579Y10,MMM,21205,2018-05-31,197.230000,117093873.16
22592,88579Y10,MMM,21205,2018-06-29,196.720000,116791090.24
22592,88579Y10,MMM,21205,2018-07-31,212.320000,124549672.16
22592,88579Y10,MMM,21205,2018-08-31,210.920000,123728413.96
22592,88579Y10,MMM,21205,2018-09-28,210.710000,123605225.23
22592,88579Y10,MMM,21205,2018-10-31,190.260000,110785924.62
22592,88579Y10,MMM,21205,2018-11-30,207.920000,121069113.04
22592,88579Y10,MMM,21205,2018-12-31,190.540000,110948964.98
22592,88579Y10,MMM,21205,2019-01-31,200.300000,115487972.50
22592,88579Y10,MMM,21205,2019-02-28,207.390000,119415162.00
22592,88579Y10,MMM,21205,2019-03-29,207.780000,119659878.66
22592,88579Y10,MMM,21205,2019-04-30,189.510000,109238680.77
22592,88579Y10,MMM,21205,2019-05-31,159.750000,92084213.25
22592,88579Y10,MMM,21205,2019-06-28,173.340000,99917856.18
22592,88579Y10,MMM,21205,2019-07-31,174.720000,100512746.88
22592,88579Y10,MMM,21205,2019-08-30,161.720000,93034119.88
22592,88579Y10,MMM,21205,2019-09-30,164.400000,94575867.60
22592,88579Y10,MMM,21205,2019-10-31,164.990000,94877664.49
22592,88579Y10,MMM,21205,2019-11-29,169.770000,97626408.27
22592,88579Y10,MMM,21205,2019-12-31,176.420000,101450497.42
22592,88579Y10,MMM,21205,2020-01-31,158.660000,91258852.10
22592,88579Y10,MMM,21205,2020-02-28,149.240000,85902544.00
22592,88579Y10,MMM,21205,2020-03-31,136.510000,78528879.11
22592,88579Y10,MMM,21205,2020-04-30,151.920000,87383776.32
22592,88579Y10,MMM,21205,2020-05-29,156.440000,89983662.24
22592,88579Y10,MMM,21205,2020-06-30,155.990000,89724824.04
22592,88579Y10,MMM,21205,2020-07-31,150.470000,86673578.93
22592,88579Y10,MMM,21205,2020-08-31,163.020000,93902617.38
22592,88579Y10,MMM,21205,2020-09-30,160.180000,92266723.42
22592,88579Y10,MMM,21205,2020-10-30,159.960000,92268447.12
22592,88579Y10,MMM,21205,2020-11-30,172.730000,99634464.06
22592,88579Y10,MMM,21205,2020-12-31,174.790000,100822717.38
22592,88579Y10,MMM,21205,2021-01-29,175.660000,101487565.00
22592,88579Y10,MMM,21205,2021-02-26,175.060000,101377246.00
22592,88579Y10,MMM,21205,2021-03-31,192.680000,111642067.56
22592,88579Y10,MMM,21205,2021-04-30,197.140000,114277129.50
22592,88579Y10,MMM,21205,2021-05-28,203.040000,117697212.00
22592,88579Y10,MMM,21205,2021-06-30,198.630000,115140845.25
22592,88579Y10,MMM,21205,2021-07-30,197.940000,114535605.72
22592,88579Y10,MMM,21205,2021-08-31,194.740000,112683964.12
22592,88579Y10,MMM,21205,2021-09-30,175.420000,101504677.96
22592,88579Y10,MMM,21205,2021-10-29,178.680000,102964886.04
22592,88579Y10,MMM,21205,2021-11-30,170.040000,97986060.12
22592,88579Y10,MMM,21205,2021-12-31,177.630000,102359820.39
22592,88579Y10,MMM,21205,2022-01-31,166.020000,94937706.90
22592,88579Y10,MMM,21205,2022-02-28,148.650000,85004759.25
22592,88579Y10,MMM,21205,2022-03-31,148.880000,84738327.36
22592,88579Y10,MMM,21205,2022-04-29,144.220000,82085985.84
22592,88579Y10,MMM,21205,2022-05-31,149.290000,84954818.11
22592,88579Y10,MMM,21205,2022-06-30,129.410000,73641925.19
22592,88579Y10,MMM,21205,2022-07-29,143.240000,81512011.16
22592,88579Y10,MMM,21205,2022-08-31,124.350000,70830257.40
22592,88579Y10,MMM,21205,2022-09-30,110.500000,62941242.00
22592,88579Y10,MMM,21205,2022-10-31,125.790000,69529541.97
22592,88579Y10,MMM,21205,2022-11-30,125.970000,69629035.71
22592,88579Y10,MMM,21205,2022-12-30,119.920000,66284940.56
22592,88579Y10,MMM,21205,2023-01-31,115.080000,63609664.44
22592,88579Y10,MMM,21205,2023-02-28,107.740000,59310870.00
22592,88579Y10,MMM,21205,2023-03-31,105.110000,57863055.00
22592,88579Y10,MMM,21205,2023-04-28,106.220000,58598599.84
22592,88579Y10,MMM,21205,2023-05-31,93.310000,51476514.32
22592,88579Y10,MMM,21205,2023-06-30,100.090000,55216850.48
22592,88579Y10,MMM,21205,2023-07-31,111.500000,61547108.00
