PERMNO,HdrCUSIP,Ticker,PERMCO,MthCalDt,MthPrc,MthCap
10104,68389X10,ORCL,8045,2017-05-31,45.390000,186765506.76
10104,68389X10,ORCL,8045,2017-06-30,50.140000,207413235.48
10104,68389X10,ORCL,8045,2017-07-31,49.930000,206544532.26
10104,68389X10,ORCL,8045,2017-08-31,50.330000,208199205.06
10104,68389X10,ORCL,8045,2017-09-29,48.350000,201788048.10
10104,68389X10,ORCL,8045,2017-10-31,50.900000,212430437.40
10104,68389X10,ORCL,8045,2017-11-30,49.060000,204751223.16
10104,68389X10,ORCL,8045,2017-12-29,47.280000,195720382.56
10104,68389X10,ORCL,8045,2018-01-31,51.590000,213562067.18
10104,68389X10,ORCL,8045,2018-02-28,50.670000,209753633.34
10104,68389X10,ORCL,8045,2018-03-29,45.750000,186765819.75
10104,68389X10,ORCL,8045,2018-04-30,45.670000,186439234.71
10104,68389X10,ORCL,8045,2018-05-31,46.720000,190725663.36
10104,68389X10,ORCL,8045,2018-06-29,44.060000,175409689.30
10104,68389X10,ORCL,8045,2018-07-31,47.680000,189821470.40
10104,68389X10,ORCL,8045,2018-08-31,48.580000,193404509.90
10104,68389X10,ORCL,8045,2018-09-28,51.560000,195307217.60
10104,68389X10,ORCL,8045,2018-10-31,48.840000,185003966.40
10104,68389X10,ORCL,8045,2018-11-30,48.760000,184700929.60
10104,68389X10,ORCL,8045,2018-12-31,45.150000,162039692.85
10104,68389X10,ORCL,8045,2019-01-31,50.230000,180271401.37
10104,68389X10,ORCL,8045,2019-02-28,52.130000,187090347.47
10104,68389X10,ORCL,8045,2019-03-29,53.710000,183562196.34
10104,68389X10,ORCL,8045,2019-04-30,55.330000,189098795.82
10104,68389X10,ORCL,8045,2019-05-31,50.600000,172933292.40
10104,68389X10,ORCL,8045,2019-06-28,56.970000,190041608.43
10104,68389X10,ORCL,8045,2019-07-31,56.300000,187806609.70
10104,68389X10,ORCL,8045,2019-08-30,52.060000,173662737.14
10104,68389X10,ORCL,8045,2019-09-30,55.030000,180636910.51
10104,68389X10,ORCL,8045,2019-10-31,54.490000,178864351.33
10104,68389X10,ORCL,8045,2019-11-29,56.140000,184280504.38
10104,68389X10,ORCL,8045,2019-12-31,52.980000,169941244.02
10104,68389X10,ORCL,8045,2020-01-31,52.450000,168241190.05
10104,68389X10,ORCL,8045,2020-02-28,49.460000,158650319.54
10104,68389X10,ORCL,8045,2020-03-31,48.330000,152412714.72
10104,68389X10,ORCL,8045,2020-04-30,52.970000,167045344.48
10104,68389X10,ORCL,8045,2020-05-29,53.770000,169568211.68
10104,68389X10,ORCL,8045,2020-06-30,55.270000,169606054.14
10104,68389X10,ORCL,8045,2020-07-31,55.450000,170158416.90
10104,68389X10,ORCL,8045,2020-08-31,57.220000,175589984.04
10104,68389X10,ORCL,8045,2020-09-30,59.700000,179750013.60
10104,68389X10,ORCL,8045,2020-10-30,56.110000,168940925.68
10104,68389X10,ORCL,8045,2020-11-30,57.720000,173788455.36
10104,68389X10,ORCL,8045,2020-12-31,64.690000,190449559.46
10104,68389X10,ORCL,8045,2021-01-29,60.430000,177907974.62
10104,68389X10,ORCL,8045,2021-02-26,64.510000,189919633.34
10104,68389X10,ORCL,8045,2021-03-31,70.170000,202337650.95
10104,68389X10,ORCL,8045,2021-04-30,75.790000,218543117.65
10104,68389X10,ORCL,8045,2021-05-28,78.740000,227049545.90
10104,68389X10,ORCL,8045,2021-06-30,77.840000,217329280.00
10104,68389X10,ORCL,8045,2021-07-30,87.140000,243294880.00
10104,68389X10,ORCL,8045,2021-08-31,89.130000,248850960.00
10104,68389X10,ORCL,8045,2021-09-30,87.130000,238186061.18
10104,68389X10,ORCL,8045,2021-10-29,95.940000,262269834.84
10104,68389X10,ORCL,8045,2021-11-30,90.740000,248054667.64
10104,68389X10,ORCL,8045,2021-12-31,87.210000,232889682.87
10104,68389X10,ORCL,8045,2022-01-31,81.160000,216733478.52
10104,68389X10,ORCL,8045,2022-02-28,75.970000,202873858.59
10104,68389X10,ORCL,8045,2022-03-31,82.730000,220736628.61
10104,68389X10,ORCL,8045,2022-04-29,73.400000,195842723.80
10104,68389X10,ORCL,8045,2022-05-31,71.920000,191893851.44
